허가구역명,장소유형,시도명,시군구명,소재지도로명주소,소재지지번주소,위도,경도,푸드트럭운영대수,허가구역사용료,허가구역운영시작일자,허가구역운영종료일자,허가구역휴무일,허가구역평일운영시작시각,허가구역평일운영종료시각,허가구역주말운영시작시각,허가구역주말운영종료시각,1월운영시작시각,1월운영종료시각,2월운영시작시각,2월운영종료시각,3월운영시작시각,3월운영종료시각,4월운영시작시각,4월운영종료시각,5월운영시작시각,5월운영종료시각,6월운영시작시각,6월운영종료시각,7월운영시작시각,7월운영종료시각,8월운영시작시각,8월운영종료시각,9월운영시작시각,9월운영종료시각,10월운영시작시각,10월운영종료시각,11월운영시작시각,11월운영종료시각,12월운영시작시각,12월운영종료시각,판매제한품목,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
"서서울톨게이트,(서울방향)졸음쉼터 내",07,경기도,안산시 상록구,경기도 안산시 상록구 안산벌말길 95,"경기도 안산시 상록구 장하동 산 8-1,서서울톨게이트 서울방향",37.35664272,126.8648238,1,0,2017-12-15,2018-12-14,연중무휴,00:00,23:59,00:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,,경기도 안산시 상록구청 환경위생과,031-481-5235,2022-12-20,3930000,경기도 안산시
"서서울톨게이트,(목포방향)졸음쉼터 내",07,경기도,안산시 상록구,"경기도 안산시 상록구 장하로 141-2, 서서울TG(목포)졸음쉼터 내 (장하동)","경기도 안산시 상록구 장하동 151,서서울TG(목포)졸음쉼터 내",37.3549176,126.8619896,1,0,2017-12-15,2018-12-14,연중무휴,00:00,23:59,00:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,,경기도 안산시 상록구청 환경위생과,031-481-5235,2022-12-20,3930000,경기도 안산시
부곡온천관광특구,2,경상남도,창녕군,,경상남도 창녕군 부곡면 거문리 723-2,35.4414699992,128.5852134001,1,0,2020-11-28,2022-11-27,연중무휴,09:00,22:00,09:00,22:00,09:00,20:00,09:00,20:00,09:00,22:00,09:00,22:00,09:00,22:00,09:00,22:00,09:00,22:00,09:00,22:00,09:00,22:00,09:00,22:00,09:00,22:00,09:00,20:00,허가품목 외,경상남도 창녕군청,055-530-1094,2022-01-14,5410000,경상남도 창녕군
당항포관광지,02,경상남도,고성군,경상남도 고성군 회화면 당항만로 1116,경상남도 고성군 회화면 봉동리 950-1,35.0532261508,128.3920276219,1,0,2015-10-20,2018-10-19,연중무휴,09:00,18:00,09:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,경상남도 고성군,055-670-4504,2021-12-29,5420000,경상남도 고성군
갈모봉산림욕장,99,경상남도,고성군,,경상남도 고성군 고성읍 이당리 653-2,34.9765778755,128.2686029562,1,0,2016-12-01,2018-11-30,연중무휴,09:00,18:00,09:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,경상남도 고성군,055-670-2673,2021-12-29,5420000,경상남도 고성군
이천농업테마공원 공원부지,99,경기도,이천시,경기도 이천시 모가면 공원로 48,경기도 이천시 모가면 어농리 871-3,37.17960623,127.4453047,2,연 127820원,2019-03-08,2021-03-07,운영중단,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,운영중단,이천시시설관리공단,031-632-6607,2022-10-07,B553081,이천시시설관리공단
서동생활공원,3,경상남도,의령군,경상남도 의령군 의령읍 의병로8길 44,경상남도 의령군 의령읍 서동리 543,35.31545351,128.2558931,1,연 60220원,2018-08-09,2023-08-08,연중무휴,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,주류,경상남도 의령군청,055-570-2633,2022-10-11,5390000,경상남도 의령군
금오랜드,1,경상북도,구미시,경상북도 구미시 금오산로 339 (남통동),경상북도 구미시 남통동 253,36.11330434,128.3155849,1,0,2015-02-11,2099-12-31,연중무휴,09:00,20:00,09:00,20:00,,,,,,,,,,,,,,,,,,,,,,,,,,경상북도 구미시청,054-480-5598,2022-10-28,5080000,경상북도 구미시
구미소명장로교회,1,경상북도,구미시,경상북도 구미시 봉곡북로1길 39 (봉곡동),경상북도 구미시 봉곡동 694,36.158199,128.303573,1,0,2021-11-09,2023-12-30,연중무휴,09:00,21:00,09:00,21:00,,,,,,,,,,,,,,,,,,,,,,,,,,경상북도 구미시청,054-480-5598,2022-10-28,5080000,경상북도 구미시
남광주밤기차야시장,99,광주광역시,동구,광주광역시 동구 제봉로 7,광주광역시 동구 학동 55,35.1389375,126.9218722,,월 200000원,2016-10-21,2022-12-31,월+화+수+목+금+일,10:00,19:00,18:30,23:30,,,,,,,,,,,,,,,,,,,,,,,,,주류,광주광역시 동구청,062-608-3357,2022-10-07,6290000,광주광역시
국립아시아문화전당,8,광주광역시,동구,광주광역시 동구 문화전당로 38,광주광역시 동구 광산동 13,35.14691559,126.9199945,,행사별 다름,2017-05-02,2022-12-31,행사종료일,17:00,22:00,17:00,22:00,,,,,,,,,,,,,,,,,,,,,,,,,주류,광주광역시 동구청,062-608-3357,2022-10-07,6290000,광주광역시
충장축제 행사장,99,광주광역시,동구,광주광역시 동구 문화전당로 38,광주광역시 동구 광산동 13,35.14691559,126.9199945,,"550000(5일, 부과세 포함)",2016-09-26,2022-12-31,행사종료일,12:30,22:00,12:30,22:00,,,,,,,,,,,,,,,,,,,,,,,,,주류,광주광역시 동구청,062-608-3357,2022-10-07,6290000,광주광역시
진건도서관,8,경기도,남양주시,경기도 남양주시 진건읍 진건오남로 41-25,경기도 남양주시 진건읍 사능리 646-7,37.65513558,127.1774389,1,0,2019-06-01,2023-05-31,연중무휴,00:00,12:00,00:00,12:00,,,,,,,,,,,,,,,,,,,,,,,,,주류,경기도 남양주시청,031-590-3980,2022-03-31,3990000,경기도 남양주시
별내체육공원,3,경기도,남양주시,경기도 남양주시 별내3로 244(별내동),경기도 남양주시 별내동 910,37.65972953,127.1213599,1,0,2019-07-07,2022-07-06,연중무휴,00:00,12:00,00:00,12:00,,,,,,,,,,,,,,,,,,,,,,,,,주류,경기도 남양주시청,031-590-3981,2022-03-31,3990000,경기도 남양주시
다산동사무소,8,경기도,남양주시,경기도 남양주시 다산중앙로 7(다산동),경기도 남양주시 다산동 6150,37.6139266,127.1555493,1,0,2019-10-08,2021-10-13,연중무휴,00:00,12:00,00:00,12:00,,,,,,,,,,,,,,,,,,,,,,,,,주류,경기도 남양주시청,031-590-3982,2022-03-31,3990000,경기도 남양주시
나무아래서(푸드트럭),99,경기도,남양주시,"경기도 남양주시 오남읍 양지로 175-16, 지정장소(건물 앞)",경기도 남양주시 오남읍 오남리 835-10 지정장소(건물 앞),37.692588,127.1994214,1,0,2021-06-08,2021-12-31,연중무휴,00:00,12:00,00:00,12:00,,,,,,,,,,,,,,,,,,,,,,,,,주류,경기도 남양주시청,031-590-3983,2022-03-31,3990000,경기도 남양주시
힐링카페(푸드트럭),99,경기도,남양주시,"경기도 남양주시 불암산로59번길 48-27, 지정장소(건물 앞)(별내동)",경기도 남양주시 별내동 784-19 지정장소(건물 앞),37.64998827,127.0998976,1,0,2022-01-27,2026-11-25,연중무휴,00:00,12:00,00:00,12:00,,,,,,,,,,,,,,,,,,,,,,,,,주류,경기도 남양주시청,031-590-3983,2022-03-31,3990000,경기도 남양주시
금성아파트,99,경기도,이천시,"경기도 이천시 향교로79번길 25(창전동, 금성아파트)",경기도 이천시 창전동 432-13 금성아파트,37.28567842,127.4462381,1,0,2021-11-19,2022-12-31,연중무휴,09:00,20:00,09:00,20:00,09:00,20:00,09:00,20:00,09:00,20:00,09:00,20:00,09:00,20:00,09:00,20:00,09:00,20:00,09:00,20:00,09:00,20:00,09:00,20:00,09:00,20:00,09:00,20:00,,경기도 이천시청,031-645-3844,2022-03-31,4070000,경기도 이천시
이월드,1,대구광역시,달서구,"대구광역시 달서구 두류공원로 200, 부메랑스낵 옆 (두류동)",대구광역시 달서구 두류동 산302-11,35.85485186,128.5648168,2,이월드 자체운영,2019-01-02,2022-12-31,연중무휴,10:00,22:00,10:00,22:00,,,,,,,,,,,,,,,,,,,,,,,,,,대구광역시 달서구청,053-667-3764,2022-03-23,3470000,대구광역시 달서구
저류시설,4,전라남도,순천시,전라남도 순천시 풍덕동 691,전라남도 순천시 풍덕동 691,34.9353601,127.4997947,25,월 3500000원,2021-09-01,2023-12-31,월,18:00,00:00,18:00,00:00,18:00,00:00,18:00,00:00,18:00,00:00,18:00,00:00,18:00,00:00,18:00,00:00,18:00,00:00,18:00,00:00,18:00,00:00,18:00,00:00,18:00,00:00,18:00,00:00,주류,전라남도 순천시청 지역경제과,061-749-5811,2022-08-03,4820000,전라남도 순천시
칠곡군,1,경상북도,칠곡군,,경상북도 칠곡군 석적읍 중지리 552,36.018344,128.401163,1,"년51,040원",2017-03-30,2021-03-07,없음,10:00,23:00,10:00,23:00,,,,,,,,,,,,,,,,,,,,,,,,,,칠곡군,054-979-6674,2020-07-01,5220000,경상북도 칠곡군
우치공원,04,광주광역시,북구,광주광역시 북구 우치로 677(생용동),광주광역시 북구 생용동 90번지,35.22431388,126.8942421,1,연 40640원,2022-10-09,2024-10-08,연중무휴,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,주류+컵라면,광주광역시 우치공원,062-613-5860,2023-01-02,3620000,광주광역시 북구
포천한탄강하늘다리,2,경기도,포천시,,경기도 포천시 영북면 대회산리 376,38.0844445488,127.2193007,8,별도계약,2019-08-02,2022-08-02,연중무휴,10:00,19:00,10:00,19:00,,,,,,,,,,,,,,,,,,,,,,,,,,경기도 포천시청,031-538-3630,2023-01-03,5600000,경기도 포천시
포천백운계곡,2,경기도,포천시,,경기도 포천시 이동면 도평리 720,38.08091795,127.4213071,7,별도계약,2020-07-24,2022-07-24,연중무휴,10:00,19:00,10:00,19:00,,,,,,,,,,,,,,,,,,,,,,,,,,경기도 포천시청,031-538-3630,2023-01-03,5600000,경기도 포천시
경기도의료원포천병원,99,경기도,포천시,,경기도 포천시 신읍동 243-1,37.90314867,127.1974831,1,별도계약,2020-09-16,2022-09-16,연중무휴,10:00,19:00,10:00,19:00,,,,,,,,,,,,,,,,,,,,,,,,,,경기도 포천시청,031-538-3630,2023-01-03,5600000,경기도 포천시
포천힐스,3,경기도,포천시,,경기도 포천시 군내면 상성북리 34-1,37.88641104,127.2307107,1,별도계약,2020-07-09,2022-07-09,연중무휴,10:00,19:00,10:00,19:00,,,,,,,,,,,,,,,,,,,,,,,,,,경기도 포천시청,031-538-3630,2023-01-03,5600000,경기도 포천시
청성역사공원 지역,4,경기도,포천시,,경기도 포천시 군내면 하성북리 637-5,37.89258618,127.2100974,1,별도계약,2021-01-29,2023-01-29,연중무휴,10:00,19:00,10:00,19:00,,,,,,,,,,,,,,,,,,,,,,,,,,경기도 포천시청,031-538-3630,2023-01-03,5600000,경기도 포천시
베어스타운,3,경기도,포천시,경기도 포천시 내촌면 금강로2536번길 27,경기도 포천시 내촌면 소학리 274,37.79991851,127.2451998,1,별도계약,2021-12-10,2023-12-10,연중무휴,10:00,19:00,10:00,19:00,,,,,,,,,,,,,,,,,,,,,,,,,,경기도 포천시청,031-538-3630,2023-01-03,5600000,경기도 포천시
카페베리 앞 도로,2,전라북도,고창군,전라북도 고창군 심원면 심원로 270-66,전라북도 고창군 심원면 월산리 247-16,,,1,0,2018-05-07,2018-05-07,화요일+수요일,12:00,17:30,12:00,17:30,,,,,,,,,,,,,,,,,,,,,,,,,,전라북도 고창군,063-560-2887,2023-01-20,4780000,전라북도 고창군
꽃길프로젝트,2,전라북도,고창군,전라북도 고창군 부안면 복분자로 307,전라북도 고창군 부안면 용산리 409-2,,,1,0,2021-09-15,2023-09-22,연중무휴,09:00,18:00,09:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,전라북도 고창군,063-560-2887,2023-01-20,4780000,전라북도 고창군
장애인복지관 주차장,99,전라북도,고창군,"전라북도 고창군 고창읍 전봉준로 88-9, 고창군장애인복지관 주차장",전라북도 고창군 고창읍 율계리 113,,,1,0,2022-10-04,2023-07-31,연중무휴,09:00,18:00,09:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,전라북도 고창군,063-560-2887,2023-01-20,4780000,전라북도 고창군
어울림근린공원,4,경기도,동두천시,,경기도 동두천시 생연동 714-6,37.8981212,127.0516976,1,연 257100원,2020-07-05,2022-07-04,연중무휴,10:00,21:00,10:00,21:00,00:00,00:00,00:00,00:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,00:00,00:00,주류,경기도 동두천시청 농업축산위생과,031-860-2232,2022-12-29,3920000,경기도 동두천시
캠프보산 월드푸드스트리트,8,경기도,동두천시,,경기도 동두천시 보산동 429-19,37.91656508,127.0563231,14,연 1000000원,2020-06-20,2023-06-20,1월+2월+12월,18:00,23:00,18:00,23:00,00:00,00:00,00:00,00:00,18:00,23:00,18:00,23:00,18:00,23:00,18:00,23:00,18:00,23:00,18:00,23:00,18:00,23:00,18:00,23:00,18:00,23:00,00:00,00:00,주류,경기도 동두천시청 농업축산위생과,031-860-2275,2022-12-29,3920000,경기도 동두천시
농어민문화체육센터,3,전라남도,완도군,전라남도 완도군 완도읍 개포로111,,34.31667144,126.7416714,,월 36080원,2020-01-01,2021-12-31,연중무휴,01:00,00:00,01:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,전라남도 완도군청 체육진흥과(시설관리운영팀),061-550-5437,2022-12-21,4990000,전라남도 완도군
태풍센터근처,99,제주특별자치도,서귀포시,,제주특별자치도 서귀포시 남원읍 한남리 산 76-1,33.332369,126.677829,1,0,2020-10-22,2022-10-15,연중무휴,00:00,23:59,00:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,,제주특별자치도 서귀포시청,064-760-2424,2022-12-15,6520000,제주특별자치도 서귀포시
휴애리근처,99,제주특별자치도,서귀포시,,제주특별자치도 서귀포시 남원읍 위미리 산 102-5,33.322486,126.647488,1,0,2021-04-08,2023-04-07,연중무휴,00:00,23:59,00:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,,제주특별자치도 서귀포시청,064-760-2424,2022-12-15,6520000,제주특별자치도 서귀포시
솔오름전망대,99,제주특별자치도,서귀포시,,제주특별자치도 서귀포시 동홍동 2150-1,33.291722,126.5557761500,1,67300원,2021-03-22,2023-03-31,연중무휴,00:00,23:59,00:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,,제주특별자치도 서귀포시청,064-760-2424,2022-12-15,6520000,제주특별자치도 서귀포시
솔오름전망대,99,제주특별자치도,서귀포시,,제주특별자치도 서귀포시 동홍동 2150-1,33.291727,126.5557761500,1,67300원,2021-04-09,2023-03-31,연중무휴,00:00,23:59,00:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,,제주특별자치도 서귀포시청,064-760-2424,2022-12-15,6520000,제주특별자치도 서귀포시
솔오름전망대,99,제주특별자치도,서귀포시,,제주특별자치도 서귀포시 동홍동 2150-1,33.291732,126.5557204,1,67300원,2021-04-09,2023-03-31,연중무휴,00:00,23:59,00:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,,제주특별자치도 서귀포시청,064-760-2424,2022-12-15,6520000,제주특별자치도 서귀포시
금산군푸드트럭존,99,충청남도,금산군,충청남도 금산군 금산읍 금산로 1559,충청남도 금산군 금산읍 중도리 203-1,36.11206754,127.4916373,1,년 618700원,2017-03-17,2025-05-10,연중무휴,10:00,20:00,10:00,20:00,13:00,17:00,13:00,17:00,13:00,17:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,13:00,17:00,13:00,17:00,,충청남도 금산군,041-750-4454,2022-11-29,4550000,충청남도 금산군
진포해양테마공원 내,8,전라북도,군산시,,전라북도 군산시 장미동 1-71,35.98981733,126.7143097,6,월 44020원(1대당),2022-09-01,2024-08-31,월요일+화요일+수요일+목요일,16:00,22:00,16:00,22:00,,,,,,,,,,,,,,,,,,,,,,,,,,전라북도 군산시청,063-454-3425,2022-11-22,4670000,전라북도 군산시
남해고속도로지수졸음쉼터,07,경상남도,진주시,,경상남도 진주시 지수면 금곡리 240-4,35.208665,128.2584617986,1,월 200000원,2020-12-29,2021-12-28,공휴일,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,주류,경상남도 진주시청,055-749-8373,2022-12-08,5310000,경상남도 진주시
도시공원,04,경상남도,진주시,경상남도 진주시 남강로 1655,"경상남도 진주시 초전동 1583-14(초전동,초전공원내)",35.20888669,128.1250513,1,연 60000원,2020-09-23,2023-09-21,연중무휴,10:00,17:00,10:00,17:00,10:00,17:00,10:00,17:00,10:00,17:00,10:00,17:00,10:00,17:00,10:00,17:00,10:00,17:00,10:00,17:00,10:00,17:00,10:00,17:00,10:00,17:00,10:00,17:00,주류,경상남도 진주시청,055-749-8373,2022-12-08,5310000,경상남도 진주시
자연공원,04,경상남도,진주시,,경상남도 진주시 진성면 동산리 1263 (월아산 숲속의 진주 내 일부공간),35.1995515,128.1962342180,1,연 132000원,2022-11-14,2023-11-13,연중무휴,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,주류,경상남도 진주시청,055-749-8373,2022-12-08,5310000,경상남도 진주시
도시공원,04,경상남도,진주시,경상남도 진주시 대밭골로 15,경상남도 진주시 충무공동 183 물초울공원 광장1구역,35.183354476,128.14581666,1,연 2330000원,2022-07-16,2024-07-15,연중무휴,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,주류,경상남도 진주시청,055-749-8373,2022-12-08,5310000,경상남도 진주시
도시공원,04,경상남도,진주시,경상남도 진주시 대밭골로 15,경상남도 진주시 충무공동 183 물초울공원 광장 3구역,35.182976294,128.145778417,1,연 1160000원,2022-08-19,2024-08-18,연중무휴,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,주류,경상남도 진주시청,055-749-8373,2022-12-08,5310000,경상남도 진주시
치요남치킨강촌점,2,강원도,춘천시,강원도 춘천시 남면 충효로 1381,강원도 춘천시 남면 가정리 908,37.733325,127.576019,1,0,2019-08-23,2025-12-31,연중무휴,09:00,18:00,09:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,강원도 춘천시 춘천시청,033-250-3323,2022-11-24,4180000,강원도 춘천시
강변쉼터,2,강원도,춘천시,강원도 춘천시 남산면 북한강변길 910-36 (마을회관 맞은편도로),강원도 춘천시 남산면 강촌리 570-3,37.825508,127.614821,1,0,2020-07-16,2022-12-20,연중무휴,09:00,18:00,09:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,강원도 춘천시 춘천시청,033-250-3323,2022-11-24,4180000,강원도 춘천시
강촌강변,2,강원도,춘천시,"강원도 춘천시 남산면 북한강변길 910-36, 마을회관 맞은편 도로",강원도 춘천시 남산면 강촌리 570-3,37.825508,127.614821,1,0,2020-07-16,2022-12-20,연중무휴,09:00,18:00,09:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,강원도 춘천시 춘천시청,033-250-3323,2022-11-24,4180000,강원도 춘천시
몽키푸드,2,강원도,춘천시,강원도 춘천시 남면 충효로 1381,강원도 춘천시 남면 가정리 907-3,37.733325,127.576019,1,0,2020-09-21,2025-12-31,연중무휴,09:00,18:00,09:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,강원도 춘천시 춘천시청,033-250-3323,2022-11-24,4180000,강원도 춘천시
강남역푸드트럭존,99,서울특별시,서초구,서울특별시 서초구 강남대로 399,서울특별시 서초구 서초동 1318-8,37.49826672,127.026867,14,1441900,2017-01-01,2022-12-31,연중무휴,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,,서울특별시 서초구,02-2155-6954,2022-11-25,3210000,서울특별시 서초구
성모병원사거리,99,서울특별시,서초구,서울특별시 서초구 반포대로 222,서울특별시 서초구 반포동 123,37.50239362,127.0058606,1,269500,2017-01-01,2022-12-31,연중무휴,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,,서울특별시 서초구,02-2155-6954,2022-11-25,3210000,서울특별시 서초구
루지체험장,2,강원도,횡성군,,강원도 횡성군 우천면 오원리 321-7,,,3,0,2020-08-06,2022-08-04,동절기(12월~2월),00:00,23:59,00:00,23:59,,,,,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,,,,횡성군,033-340-5693,2021-10-13,4260000,강원도 횡성군
루지체험장,2,강원도,횡성군,,강원도 횡성군 안흥면 안흥리 산 190-11,,,1,0,2020-07-30,2022-08-04,동절기(12월~2월),00:00,23:59,00:00,23:59,,,,,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,,,,횡성군,033-340-5693,2021-10-13,4260000,강원도 횡성군
DGB대구은행파크,99,대구광역시,북구,"대구광역시 북구 고성로 191, DGB대구은행파크 (고성동3가)",대구광역시 북구 고성동3가 2,35.88301488,128.5861602,,0,2022-08-12,2022-08-27,비정기적,00:00,23:59,00:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,,대구광역시 북구청 위생과,053-665-2754,2022-09-08,3450000,대구광역시 북구
산청 동의보감촌,1,경상남도,산청군,경상남도 산청군 금서면 동의보감로555번길 153,경상남도 산청군 금서면 특리 1300-77,35.4373878092,127.8270935380,1,연 26070원,2021-07-26,2024-07-25,월요일,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,주류,경상남도 산청군청,055-970-6634,2022-09-23,5450000,경상남도 산청군
부엉이푸드,99,충청북도,흥덕구,충청북도 청주시 흥덕구 옥산면 오송가락로 1056 (청주리버파크자이),충청북도 청주시 흥덕구 옥산면 가락리 981 청주리버파크자이,,,,0,2021-11-01,2022-09-30,연중무휴,10:00,20:00,10:00,20:00,,,,,,,,,,,,,,,,,,,,,,,,,,충청북도 청주시 흥덕구청,043-201-1972,2022-08-18,5710000,충청북도 청주시
닭강정,99,충청북도,흥덕구,충청북도 청주시 흥덕구 옥산면 오송가락로 1056 (청주리버파크자이),충청북도 청주시 흥덕구 옥산면 가락리 981 청주리버파크자이,,,,0,2021-11-08,2022-09-30,연중무휴,10:00,20:00,10:00,20:00,,,,,,,,,,,,,,,,,,,,,,,,,,충청북도 청주시 흥덕구청,043-201-1972,2022-08-18,5710000,충청북도 청주시
건강가족,99,충청북도,흥덕구,충청북도 청주시 흥덕구 옥산면 오송가락로 1056 (청주리버파크자이),충청북도 청주시 흥덕구 옥산면 가락리 981 청주리버파크자이,,,,0,2021-11-09,2022-09-30,연중무휴,10:00,20:00,10:00,20:00,,,,,,,,,,,,,,,,,,,,,,,,,,충청북도 청주시 흥덕구청,043-201-1972,2022-08-18,5710000,충청북도 청주시
독봉산웰빙공원,4,경상남도,거제시,,경상남도 거제시 상동동 1005-17,34.87732626,128.6342706,2,122950,2016-12-12,2023-03-04,사정에 따라 다름,00:00,23:59,00:00,23:59,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,식품위생법 시행령 제21조제8호 가목의 휴게음식점 영업 또는 같은 호 바목의 제과점영업을 제외한 업종,경상남도 거제시청,055-639-3984,2022-07-26,5370000,경상남도 거제시
지세포친수공간,4,경상남도,거제시,,경상남도 거제시 일운면 소동리 457-7,34.83930687,128.7008744,1,49540,2018-04-10,2023-03-04,사정에 따라 다름,00:00,23:59,00:00,23:59,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,식품위생법 시행령 제21조제8호 가목의 휴게음식점 영업 또는 같은 호 바목의 제과점영업을 제외한 업종,경상남도 거제시청,055-639-3984,2022-07-26,5370000,경상남도 거제시
거제시청,99,경상남도,거제시,경상남도 거제시 계룡로 125,경상남도 거제시 고현동 717,34.88052883,128.6208143,1,122950,2018-04-10,2023-03-04,사정에 따라 다름,00:00,23:59,00:00,23:59,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,식품위생법 시행령 제21조제8호 가목의 휴게음식점 영업 또는 같은 호 바목의 제과점영업을 제외한 업종,경상남도 거제시청,055-639-3984,2022-07-26,5370000,경상남도 거제시
렛츠런파크 부산경남 분수광장 옆,01,경상남도,김해시,,경상남도 김해시 수가동 1333,35.1563288,128.8722401,1,0,2018-11-16,2022-11-15,월요일+공휴일,09:30,18:00,09:30,18:00,,,,,,,,,,,,,,,,,,,,,,,,,주류,경상남도 김해시청,055-330-4461,2022-06-14,5350000,경상남도 김해시
낙동강레일파크 주차장,08,경상남도,김해시,,경상남도 김해시 생림면 마사리 644-1,35.37209737,128.8185758,1,0,2019-11-21,2022-08-06,매달 5번째 월요일,09:30,18:00,09:30,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:30,18:00,09:30,18:00,09:30,18:00,09:30,18:00,09:30,18:00,09:30,18:00,09:30,18:00,09:00,17:00,09:00,17:00,주류,경상남도 김해시청,055-330-4461,2022-06-14,5350000,경상남도 김해시
국가하천(남한강)하천구역,05,경기도,여주시,,경기도 여주시 현암동 633-5,37.31352805,127.6297161,1,0,2022-04-25,2027-05-31,토+일,00:00,23:59,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,경기도 여주시청,031-887-2654,2022-12-01,5700000,경기도 여주시
가남졸음쉼터,99,경기도,여주시,,경기도 여주시 가남읍 삼승리 143-1,37.1690741,127.6265365,1,0,2022-08-30,2023-09-06,연중무휴,00:00,23:59,00:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,,경기도 여주시청,031-887-2654,2022-12-01,5700000,경기도 여주시
구좌 해안도로,8,제주특별자치도,제주시,,제주특별자치도 제주시 구좌읍 종달리 724,33.487252,126.902478,1,0,2017-07-24,2022-05-15,연중무휴,09:00,18:00,09:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,제주시 위생관리과,064-728-2623,2021-09-23,6510000,제주특별자치도 제주시
