로컬푸드인증번호,인증유효시작일자,인증유효종료일자,인증취소일자,사업장도로명주소,사업장지번주소,생산지도로명주소,생산지지번주소,품목명,재배면적,재배규모,인증부여일자,사업자명,사업자등록번호,전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
2020-275,2020-04-23,2022-04-22,,,,전라남도 순천시 해룡면 와온3길 17,,고추(건고추)+꽃게+돌게+칠게+건문절이+낙지(순천)+망둥어(문절이)+전어+깐굴+깐피꼬막+벚굴+새꼬막(1년산)+새꼬막(2년산)+새조개+소라(순천)+쭈꾸미+참꼬막+키조개+피꼬막(1년산)+피꼬막(2년산)+콩(백태)+쌀(백미)+옥수수(찰)+호박(풋호박)+당근+무(초록무)+배추(얼갈이배추)+상추+열무+호박잎+마늘(깐마늘)+마늘+마늘쫑+들깨+깨(참깨)+건새우+장어+새우(오도리)+새우+양태+C여)새꼬막+아나고+붐장어+기획행사_농수산물+새꼬막(3년산),,,2020-04-23,유미숙,,,농업회사법인 순천로컬푸드㈜,2022-10-20,4820000,전라남도 순천시
2020-271,2020-04-23,2022-04-22,,,,전라남도 순천시 해룡면 신성1길 57,,키위(골드:숙성과)+키위(그린:숙성과)+자두+C카)키위(그린)+키위(그린:후숙과)+키위(골드:후숙과),,,2020-04-23,김억수(이순자),,,농업회사법인 순천로컬푸드㈜,2022-10-20,4820000,전라남도 순천시
2020-265,2020-04-23,2022-04-22,,,,전라남도 순천시 해룡면 신산두길 7,,감자+토마토(대추방울토마토)+토마토(흑대추방울토마토)+수박(애플수박)+호박(애호박)+오이(백다다기)+오이(취청)+당근+부추+상추+쪽파(깐쪽파)+쪽파+C여)오이+C여)애호박+C반)감자+토마토+C반)대추방울토마토+기획행사_농산물,,,2020-04-23,허만재,,,농업회사법인 순천로컬푸드㈜,2022-10-20,4820000,전라남도 순천시
2020-260,2020-04-23,2022-04-22,,,,전라남도 순천시 해룡면 삼동길 2-8,전라남도 순천시 해룡면 상삼리 412-3,감말랭이+고추(건고추)+고추(청양건고추)+가지(건가지)+고구마줄기(건고구마줄기)+무말랭이+시래기(무청시래기)+시래기(배추시래기)+호박고지+고구마(건고구마)+돼지감자(건돼지감자)+옥수수심(건옥수수심)+모과+무화과+석류+단감+감(대봉)+감(대봉홍시)+대추+동부+콩(백태)+콩(서리태)+콩(쥐눈이콩)+팥(붉은팥)+콩(호랑이콩)+보리(쌀보리)+보리(찰보리)+쌀(백미)+쌀(찰현미)+찹쌀+쌀(현미)+감자+고구마+고구마(꿀)+고구마(호박)+돼지감자+옥수수알+가지+호박(늙은호박)+단호박+산딸기+고추(풋고추)+고추(아삭이고추)+고추(청양고추)+호박(풋호박)+당근+무+무(알타리무)+냉이+달래+두릅+머위순+방앗잎+쑥+쑥부쟁이+시래기(삶은배추시래기)+시래기(삶은무청시래기)+시금치+케일+갓+고구마순+고구마줄기+돌나물+미나리+민들레+배추+배추(봄동)+배추(쌈배추)+상추+신선초+양배추+열무,,,2020-04-23,강성범,,,농업회사법인 순천로컬푸드㈜,2022-10-20,4820000,전라남도 순천시
2020-259,2020-04-23,2022-04-22,,,,전라남도 순천시 해룡면 도롱길 33,,고추(건고추)+고구마줄기(건고구마줄기)+블루베리+매실+살구+자두+체리+콩(강낭콩)+완두+콩(호랑이콩)+감자+옥수수(찰)+가지+고추(꽈리고추)+박+호박(애호박)+오이(조선)+고추(풋고추)+고추(아삭이고추)+고추(청양고추)+호박(풋호박)+고추(홍고추)+무(알타리무)+냉이+머위순+머윗대+방앗잎+취나물+비트+시금치+쑥갓+아욱+갓(홍갓)+고구마순+고춧잎+고구마줄기(깐)+깻잎순+배추(얼갈이배추)+상추+상추(로메인)+상추(아삭이)+상추(적상추)+상추(청상추)+상추(포기상추)+열무+쪽파(깐쪽파)+마늘+생강+쪽파+마늘(풋마늘)+초석잠(골뱅이형)+옥수수+고추(오이고추)+C여)상추+C여)고추(청양고추)+C여)깐고구마줄기,,,2020-04-23,한종회(남은숙)_순회,,,농업회사법인 순천로컬푸드㈜,2022-10-20,4820000,전라남도 순천시
2020-333,2020-04-23,2022-04-22,,,,전라남도 순천시 황전면 황학길 53,,감말랭이+고추(건고추)+고추(청양건고추)+대추(건대추)+가지(건가지)+고구마줄기(건고구마줄기)+고사리(건고사리)+피마자잎(건피마자잎)+취나물(건취나물)+토란잎(건토란잎)+토란줄기(건토란줄기)+무말랭이+박고지+시래기(무청시래기)+도라지(건도라지)+옥수수심(건옥수수심)+단감+대추+매실+녹두+동부+콩(서리태)+콩(쥐눈이콩)+팥(붉은팥)+감자+옥수수알+가지+호박(늙은호박)+박+오이+오이(노각)+고추(풋고추)+고추(애기고추)+고추(청양고추)+호박(풋호박)+토란(깐토란)+당근+무+토란+고들빼기+도라지(깐도라지)+냉이+더덕+머위잎+머윗대+방앗잎+쑥+쑥부쟁이+취나물+고사리(삶은고사리)+도라지(삶은도라지)+머윗대(삶은머윗대)+시래기(삶은무청시래기)+토란줄기(삶은토란줄기)+토란잎(삶은토란잎)+시금치+쑥갓+갓+갓(홍갓)+고구마줄기+고춧잎+고구마줄기(깐)+깻잎+깻잎순+돌나물,,,2020-04-23,송순자(고재권)_순회,,,농업회사법인 순천로컬푸드㈜,2022-10-20,4820000,전라남도 순천시
2020-327,2020-04-23,2022-04-22,,,,전라남도 순천시 황전면 수평길 7,,곶감+매실+콩(강낭콩)+동부+콩(콩나물콩)+가지+고추(가지고추)+오이+오이(노각)+오이(조선)+오이(취청)+고추(풋고추)+고추(청양고추)+호박(풋호박)+토란(깐토란)+무(초록무)+고들빼기+도라지(깐도라지)+냉이+달래+고구마줄기(삶은고구마줄기)+고사리(삶은고사리)+토란줄기(삶은토란줄기)+토란잎(삶은토란잎)+시금치+아욱+갓+고구마줄기+고구마줄기(깐)+깻잎+배추(얼갈이배추)+부추+상추+열무+쪽파(깐쪽파)+대파+쪽파+초피(젠피)+은행(깐은행)+깨(참깨)+깨(검정깨)+부추(영양부추),,,2020-04-23,정경숙(박경환)_순회,,,농업회사법인 순천로컬푸드㈜,2022-10-20,4820000,전라남도 순천시
2020-345,2020-04-23,2022-04-22,,,,전라남도 순천시 월등면 섬계길 71,,고추(건고추)+고추(청양건고추)+고구마줄기(건고구마줄기)+고사리(건고사리)+쑥부쟁이(건쑥부쟁이)+토란줄기(건토란줄기)+도라지(건도라지)+개복숭아+매실+콩(서리태)+인디언감자+호박(늙은호박)+고추(풋고추)+고추(청양고추)+두릅+머위순+머윗대+배추+상추+상추(적상추)+상추(청상추)+상추(포기상추)+청경채+초피(젠피)+둥굴레+맹감뿌리(토복령)+우슬뿌리+우슬뿌리(건우슬뿌리)+화살나무,,,2020-04-23,유성천,,,농업회사법인 순천로컬푸드㈜,2022-10-20,4820000,전라남도 순천시
2020-326,2020-04-23,2022-04-22,,,,전라남도 순천시 황전면 수평길 113,,고추(건고추)+고사리(건고사리)+피마자잎(건피마자잎)+옥수수심(건옥수수심)+무화과+석류+단감+대추+동부(넝쿨동부)+동부+완두+작두콩+쌀(오색미)+감자+감자(자색)+고구마(호박)+옥수수알+꽃가루(화분)+꿀(밤)+꿀(아카시아)+꿀(야생화)+가지+호박(늙은호박)+단호박(토종단호박)+박(동아박)+고추(베트남고추)+오이(노각)+오이(조선)+참외+고추(풋고추)+고추(곡성초)+고추(칠성초)+호박(풋호박)+무(순무)+무(초록무)+무(알타리무)+고들빼기+두릅+두릅(땅두릅)+머윗대+메밀순+취나물+콩나물+머윗대(삶은머윗대)+시래기(삶은배추시래기)+근대+브로콜리+시금치+쑥갓+아욱+갓+고구마줄기+민들레+배추+배추(쌈배추)+배추(얼갈이배추)+배추(적배추)+부추+참비름+상추+열무+호박잎+마늘(깐마늘)+마늘+마늘쫑+양파+옥수수수염+땅콩(알땅콩)+연잎+옥수수+상추(토종담배상추)+대파(토종)+호두가래,,,2020-04-23,늘푸른생태마을,,,농업회사법인 순천로컬푸드㈜,2022-10-20,4820000,전라남도 순천시
2020-323,2020-04-23,2022-04-22,,,,전라남도 순천시 황전면 상평길 167,,감말랭이+대추(건대추)+대추(건대추-지초)+모과(건모과)+고구마줄기(건고구마줄기)+고사리(건고사리)+취나물(건취나물)+토란줄기(건토란줄기)+무말랭이+시래기(무청시래기)+호박고지+맨드라미꽃(건맨드라미꽃)+민들레(건흰색민들레)+여주(건여주)+우엉(건우엉)+단감+감(대봉)+대추+매실+콩(서리태)+감자+가지+오이+고추(청양고추)+호박+토란(깐토란)+무+토란+고들빼기+더덕(깐더덕)+달래+더덕+도라지+두릅+머위잎+머윗대+방앗잎+엄나무순+옻나무순+취나물+고구마줄기(삶은고구마줄기)+고사리(삶은고사리)+민들레(삶은민들레)+시금치+갓+고춧잎+더덕잎+민들레+배추(얼갈이배추)+부추+참비름+무(솎은무)+마늘(깐마늘)+대파+생강+양파+밤(깐밤)+밤+밤쌀+부처손+엄나무+오가피열매+옻나무,,,2020-04-23,정도엽(배종점),,,농업회사법인 순천로컬푸드㈜,2022-10-20,4820000,전라남도 순천시
2020-321,2020-04-23,2022-04-22,,,,전라남도 순천시 황전면 상평길 69,전라남도 순천시 황전면 평촌리 88-1,감말랭이+고추(건고추)+모과(건모과)+사과말랭이+가지(건가지)+고구마순(건고구마순)+고구마줄기(건고구마줄기)+고사리(건고사리)+고춧잎(건고춧잎)+머위순(건머위순)+뽕잎(건뽕잎)+쑥부쟁이(건쑥부쟁이)+죽순(건죽순)+질경이(건질경이)+취나물(건취나물)+토란잎(건토란잎)+토란줄기(건토란줄기)+무말랭이+시래기(무청시래기)+양파껍질+호박고지(애호박)+고구마(건고구마)+곰보배추(건곰보배추)+국화(건국화)+도라지(건도라지)+돼지감자(건돼지감자)+맨드라미꽃(건맨드라미꽃)+메리골드(건메리골드)+목련꽃(건목련꽃)+민들레(건흰색민들레)+생강(건생강)+수세미(건수세미)+여주(건여주)+옥수수심(건옥수수심)+자소엽(건자소엽)+작두콩깍지(건작두콩깍지)+초피(건초피-젠피)+치자(건치자)+독활뿌리+배+사과+산다래(토종)+단감+감(대봉)+C여)매실+개복숭아+매실+복숭아(백도)+살구,,,2020-04-23,김인옥(유병철)(황전),,,농업회사법인 순천로컬푸드㈜,2022-10-20,4820000,전라남도 순천시
2020-319,2020-04-23,2022-04-22,,,,전라남도 순천시 황전면 비촌2길 2,,토란줄기(건토란줄기)+가죽나물(건가죽나물)+감(대봉)+녹두+콩(백태)+콩(서리태)+콩(호랑이콩)+보리(자색보리)+고추(아삭이고추)+가죽나무순+도라지(깐도라지)+두릅+배추+마늘(깐마늘)+쪽파(깐쪽파)+대파+마늘쫑+밤+송담+들깨+깨(참깨)+깨(검정깨)+도토리(기획행사)+대파(깐대파)+직거래장터,,,2020-04-23,최덕남(정창수),,,농업회사법인 순천로컬푸드㈜,2022-10-20,4820000,전라남도 순천시
2020-318,2020-04-23,2022-04-22,,,,전라남도 순천시 황전면 비촌2길 58,,고사리(건고사리)+치자(건치자)+아로니아(냉동아로니아)+아로니아+단감+감(대봉)+매실+쌀(백미)+감자(자색)+호박(풋호박)+고사리(삶은고사리)+밤(깐밤)+밤+도토리(기획행사)+C반)도토리+직거래장터,,,2020-04-23,박순애(강갑순),,,농업회사법인 순천로컬푸드㈜,2022-10-20,4820000,전라남도 순천시
2020-317,2020-04-23,2022-04-22,,,,전라남도 순천시 황전면 고사골길 42,전라남도 순천시 황전면 황학리 201-1,감말랭이+고추(건고추)+가지(건가지)+고구마줄기(건고구마줄기)+고사리(건고사리)+망초(건망초)+취나물(건취나물)+토란줄기(건토란줄기)+무말랭이+시래기(무청시래기)+표고버섯(건표고버섯)+단감+보리수열매+녹두+완두+콩(쥐눈이콩)+팥(붉은팥)+찹쌀+쌀(흑미)+감자+고구마(호박)+돼지감자+옥수수(초당)+옥수수알+가지+고추(꽈리고추)+토마토(방울토마토)+오이+토마토(흑)+고추(풋고추)+고추(아삭이고추)+고추(청양고추)+호박(풋호박)+고추(홍고추)+무+토란+냉이+달래+두릅+두릅(땅두릅)+머위순+취나물(산취)+취나물+고사리(삶은고사리)+머위순(삶은머위순)+머윗대(삶은머윗대)+비트+시금치+아욱+케일+갓+깻잎+돌나물+미나리+배추+배추(봄동)+배추(얼갈이배추)+부추+비트잎+상추+상추(포기상추)+양배추+열무+청경채+마늘(깐마늘)+쪽파(깐쪽파)+대파+마늘+쪽파+밤+쑥(건쑥)+옥수수수염,,,2020-04-23,김영숙(황전)_순회,,,농업회사법인 순천로컬푸드㈜,2022-10-20,4820000,전라남도 순천시
2020-315,2020-04-23,2022-04-22,,,,전라남도 순천시 황전면 본황길 79,,고추(건고추)+고사리(건고사리)+도라지(건도라지)+우엉(건우엉)+매실+녹두+동부(적동부)+콩(백태)+콩(서리태)+팥(붉은팥)+고구마+고구마(호박)+돼지감자+무(자색무)+더덕+도라지+생강+마늘(풋마늘)+들깨+깨(참깨),,,2020-04-23,박윤례,,,농업회사법인 순천로컬푸드㈜,2022-10-20,4820000,전라남도 순천시
2020-314,2020-04-23,2022-04-22,,,,전라남도 순천시 황전면 본황길 117,,감말랭이+고추(건고추)+곶감+고구마줄기(건고구마줄기)+토란줄기(건토란줄기)+표고버섯(건표고버섯)+초피(건초피-젠피)+아로니아+녹두+콩(백태)+콩(서리태)+콩(호랑이콩)+쌀(찰현미)+찹쌀+쌀(현미)+감자(수미)+돼지감자+인디언감자+꿀(밤)+꿀(야생화)+가지+단호박+박(동아박)+오이+고추(풋고추)+호박(풋호박)+당근+무+무(순무)+아스파라거스+무(알타리무)+고수+쑥+고구마줄기(삶은고구마줄기)+근대+브로콜리+비트+시금치+쑥갓+아욱+콜라비+갓+갓(홍갓)+고구마줄기+고구마줄기(깐)+깻잎+깻잎순+배추+배추(얼갈이배추)+부추+상추+상추(로메인)+열무+청경채+쪽파(깐쪽파)+쪽파+초피(젠피)+초석잠(골뱅이형)+들깨+땅콩(알땅콩)+옥수수+양상추+비트(건비트)+호박고지(동아박),,,2020-04-23,문영미(윤일권)_순회,,,농업회사법인 순천로컬푸드㈜,2022-10-20,4820000,전라남도 순천시
2020-313,2020-04-23,2022-04-22,,,,전라남도 순천시 황전면 본황길 91,,감말랭이+고추(건고추)+고사리(건고사리)+토란줄기(건토란줄기)+동부+콩(백태)+콩(서리태)+팥(붉은팥)+감자+오이+오이(노각)+호박(풋호박)+토란(깐토란)+토란+취나물(산취)+토란줄기(삶은토란줄기)+열무+호박잎+들깨+깨(참깨),,,2020-04-23,김복순_순회,,,농업회사법인 순천로컬푸드㈜,2022-10-20,4820000,전라남도 순천시
2020-311,2020-04-23,2022-04-22,,,,전라남도 순천시 별량면 학서길 52,,고추(건고추)+매실+완두+완두(깐완두)+감자+고구마+고구마(꿀)+가지+오이+고추(풋고추)+호박+무+토란+고들빼기+달래+머위순+머윗대+방앗잎+죽순+토란줄기(삶은토란줄기)+비트+갓+고구마순+고구마줄기+고춧잎+깻잎+깻잎순+미나리+배추(얼갈이배추)+부추+상추+양배추+열무+호박잎+쪽파(깐쪽파)+양파+쪽파+미나리(불미나리),,,2020-04-23,안경자,,,농업회사법인 순천로컬푸드㈜,2022-10-20,4820000,전라남도 순천시
2020-310,2020-04-23,2022-04-22,,,,전라남도 순천시 황전면 모전길 94,,감말랭이+곶감(대봉)+돌배+모과+단감+단감(조추)+단감(차랑)+단감(태추)+감(대봉)+콩(강낭콩)+동부(넝쿨동부)+녹두+동부+콩(서리태)+콩(쥐눈이콩)+팥(붉은팥)+두릅+엄나무순+밤+은행+호두+호두살+표고버섯+땅콩(알땅콩)+호두가래+박나물(건조박나물),,,2020-04-23,이진훈(박우순),,,농업회사법인 순천로컬푸드㈜,2022-10-20,4820000,전라남도 순천시
2020-309,2020-04-23,2022-04-22,,,,전라남도 순천시 황전면 덕림길 17,전라남도 순천시 황전면 덕림리 805-3,고추(건고추)+고구마줄기(건고구마줄기)+토란줄기(건토란줄기)+단감+단감(부유)+콩(서리태)+콩(콩나물콩)+감자+가지+고추(풋고추)+고추(애기고추)+고추(청양고추)+호박(풋호박)+고추(홍고추)+무+냉이+달래+머위순+머위잎+머윗대+취나물(산취)+쑥+토란줄기(삶은토란줄기)+시금치+갓+고구마줄기+고구마줄기(깐)+미나리+배추+배추(얼갈이배추)+상추+열무+유채+호박잎+쪽파(깐쪽파)+마늘쫑+양파+고추잎순,,,2020-04-23,곽귀엽(조성규)_순회,,,농업회사법인 순천로컬푸드㈜,2022-10-20,4820000,전라남도 순천시
2020-301,2020-04-23,2022-04-22,,,,전라남도 순천시 서면 임촌길 108,,감말랭이+단감+매실+해듬매실원액+고구마(호박)+해듬보리고추장+해듬 재래간장+해듬우리콩청국장+해듬재래된장+해듬메주+해듬매실장아찌+해듬정어리액젓+도라지(깐도라지)+머위순+고사리(삶은고사리)+토란줄기(삶은토란줄기)+쑥미숫가루-해듬+오곡미숫가루-해듬+C카)오곡미숫가루+전통장류선물세트_해듬농원+엿기름가루_해듬농원+기획행사_가공식품+직거래장터,,,2020-04-23,해듬농원,,,농업회사법인 순천로컬푸드㈜,2022-10-20,4820000,전라남도 순천시
2020-300,2020-04-23,2022-04-22,,,,전라남도 순천시 서면 청소년수련원길 129-27,,가천산방국화차+가천산방목련꽃차+가천산방뽕잎차+가천산방야관문차+가천산방황칠차+가천산방겨우살이차+구절초꽃차_가천산방+녹차-가천산방+가천산방발효차+방풍차-가천산방+가천산방우엉표고무차+가천산방천문동차+가천산방헛개차+고욤감잎차-가천산방+방풍잎차(티백)-가천산방,,,2020-04-23,가천산방,,,농업회사법인 순천로컬푸드㈜,2022-10-20,4820000,전라남도 순천시
2020-350,2020-04-23,2022-04-22,,,,전라남도 순천시 월등면 유평길 40-7,,감말랭이(단감)+가지(건가지)+고구마줄기(건고구마줄기)+토란줄기(건토란줄기)+무말랭이+시래기(무청시래기)+호박고지(단호박)+가죽나물(건가죽나물)+수세미(건수세미)+여주(건여주)+단감+감(대봉)+매실+매실(홍)+복숭아+복숭아(백도)+복숭아(황도)+자두+체리+녹두+동부+콩(서리태)+콩(콩나물콩)+팥(붉은팥)+감자+고구마(꿀)+고구마(호박)+수수(찰수수)+옥수수(팝콘용쥐이빨옥수수)+오이(노각)+토란(깐토란)+당근+무(초록무)+토란+쑥부쟁이+엄나무순+시금치+배추+배추(쌈배추)+유채+생강(깐생강)+대파+생강+실파+쪽파+밤(깐밤)+은행(깐은행)+밤+은행+들깨+적환무(래디시),,,2020-04-23,김태순(안인신),,,농업회사법인 순천로컬푸드㈜,2022-10-20,4820000,전라남도 순천시
2020-349,2020-04-23,2022-04-22,,,,전라남도 순천시 월등면 월평1길 101,,고사리(건고사리)+단감+감(대봉)+복숭아+복숭아(백도)+복숭아(황도)+녹두+콩(서리태)+팥(붉은팥)+감자+고추(꽈리고추)+박+고추(풋고추)+고추(아삭이고추)+고추(청양고추)+호박(풋호박)+호박+고추(홍고추)+무+무(순무)+무(자색무)+비트+시금치+아욱+치커리+콜라비+갓+고구마줄기+고춧잎+배추+배추(얼갈이배추)+상추+상추(포기상추)+양배추+열무+청경채+대파+마늘쫑+실파+대파(파채)+깨(참깨)+깨(검정깨)+C여)참깨,,,2020-04-23,정점임,,,농업회사법인 순천로컬푸드㈜,2022-10-20,4820000,전라남도 순천시
2020-348,2020-04-23,2022-04-22,,,,전라남도 순천시 월등면 월평2길 6,,감(대봉)+매실+복숭아+복숭아(백도)+복숭아(천중도)+복숭아(황도)+쌀(백미)+복숭아(못난이)+직거래장터,,,2020-04-23,유승종,,,농업회사법인 순천로컬푸드㈜,2022-10-20,4820000,전라남도 순천시
2020-347,2020-04-23,2022-04-22,,,,전라남도 순천시 월등면 외동길 62,,감말랭이+고추(건고추)+돌배(건돌배)+모과(건모과)+곶감+곶감(대봉)+곶감(반건시)+곶감(월하시)+가지(건가지)+고구마줄기(건고구마줄기)+고사리(건고사리)+죽순(건죽순)+취나물(건취나물)+토란줄기(건토란줄기)+무말랭이+박고지+시래기(무청시래기)+호박고지+표고버섯(건표고버섯)+고구마(건고구마)+도라지(건도라지)+돼지감자(건돼지감자)+맨드라미꽃(건맨드라미꽃)+생강(건생강)+옥수수심(건옥수수심)+우엉(건우엉)+작두콩깍지(건작두콩깍지)+택란(건택란-누에형초석잠)+단감+감(대봉)+대추(토종대추)+자두+동부(넝쿨동부)+녹두+동부+콩(서리태)+완두+작두콩+콩(제비콩)+콩(쥐눈이콩)+콩(청태)+팥(붉은팥)+감자(수미)+고구마(꿀)+고구마(호박)+돼지감자+마+마(장마)+마(큰둥근마)+수수+옥수수알+호박(늙은호박)+고추(풋고추)+토란(깐토란)+당근+우엉+무(초록무)+토란+고들빼기+도라지,,,2020-04-23,유덕임,,,농업회사법인 순천로컬푸드㈜,2022-10-20,4820000,전라남도 순천시
2020-344,2020-04-23,2022-04-22,,,,전라남도 순천시 월등면 섬계길 55,,고사리(건고사리)+쑥부쟁이(건쑥부쟁이)+토란잎(건토란잎)+토란줄기(건토란줄기)+가죽나물(건가죽나물)+우엉(건우엉)+단감(차랑)+감(대봉)+감(대봉홍시)+복숭아+복숭아(백도)+복숭아(황도)+살구+자두+플럼코트(티파니)+고구마(호박)+돼지감자+옥수수(초당)+박+토란(깐토란)+무+토란+냉이+도라지+머위순+머윗대+비비추+쑥부쟁이+토란줄기(삶은토란줄기)+토란잎(삶은토란잎)+배추+배추(쌈배추)+배추(얼갈이배추)+부추+상추+열무+대파+밤(깐밤)+밤+밤쌀+호두+표고버섯+들깨+깨(참깨)+플루오트+복숭아(못난이)+플럼코트(하모니)+플럼코트(심포니)+플럼코트(샤이니),,,2020-04-23,백귀례,,,농업회사법인 순천로컬푸드㈜,2022-10-20,4820000,전라남도 순천시
2020-343,2020-04-23,2022-04-22,,,,전라남도 순천시 월등면 병운길 2,,고추(청양건고추)+돌배(건돌배)+곶감+곶감(대봉)+가지(건가지)+고구마줄기(건고구마줄기)+고사리(건고사리)+망초(건망초)+머윗대(건머윗대)+뽕잎(건뽕잎)+취나물(건취나물)+토란잎(건토란잎)+토란줄기(건토란줄기)+무말랭이+호박고지+표고버섯(건표고버섯)+도라지(건도라지)+생강(건생강)+수세미(건수세미)+옥수수심(건옥수수심)+옻나무순(건옻나무순)+돌배+모과+단감+단감(부유)+단감(차랑)+단감(태추)+감(대봉)+감(대봉홍시)+복숭아+복숭아(백도)+복숭아(천중도)+복숭아(황도)+자두+천도복숭아+콩(강낭콩)+동부(넝쿨동부)+녹두+동부+콩(백태)+콩(서리태)+콩(콩나물콩)+팥(붉은팥)+감자+감자(수미)+감자(자색)+고구마(꿀)+고구마(호박)+고구마(호박꿀)+돼지감자+마+옥수수알+옥수수알(자색)+옥수수(팝콘용쥐이빨옥수수)+고로쇠수액+가지+호박(늙은호박)+단호박(토종단호박)+오이(조선),,,2020-04-23,문차남,,,농업회사법인 순천로컬푸드㈜,2022-10-20,4820000,전라남도 순천시
2020-341,2020-04-23,2022-04-22,,,,전라남도 순천시 월등면 망용2길 32,,미니사과(알프스오토메)+사과+자두+콩(백태)+콩(서리태)+콩(흑태)+고구마(황금)+치커리+치커리(적)+쌈채소(모둠)+상추+깨(참깨),,,2020-04-23,장지현,,,농업회사법인 순천로컬푸드㈜,2022-10-20,4820000,전라남도 순천시
2020-340,2020-04-23,2022-04-22,,,,전라남도 순천시 월등면 월등둔터길 72,,고추(건고추)+복숭아+감자+딸기+당근+무(알타리무)+비트+시금치+콜라비+갓+배추+배추(얼갈이배추)+상추+양배추+열무+대파+양파+쪽파+능이버섯+양상추,,,2020-04-23,남예슬,,,농업회사법인 순천로컬푸드㈜,2022-10-20,4820000,전라남도 순천시
2020-339,2020-04-23,2022-04-22,,,,전라남도 순천시 월등면 당산길 23,,살구+자두+동부+가죽나무순+고들빼기+머위순+초피(젠피)+들깨,,,2020-04-23,양현희,,,농업회사법인 순천로컬푸드㈜,2022-10-20,4820000,전라남도 순천시
2020-338,2020-04-23,2022-04-22,,,,전라남도 순천시 월등면 월등로 242,전라남도 순천시 월등면 갈평리 433 월등관광농원,감말랭이(대봉)+고추(건고추)+대추(건대추)+모과(건모과)+아로니아(건아로니아)+가지(건가지)+고구마줄기(건고구마줄기)+토란잎(건토란잎)+토란줄기(건토란줄기)+무말랭이+박고지+시래기(무청시래기)+국화(건국화)+돼지감자(건돼지감자)+민들레(건흰색민들레)+여주(건여주)+우엉(건우엉)+작약(건작약뿌리)+치자(건치자)+아로니아(냉동아로니아)+모과+무화과+아로니아+오디+단감+단감(서촌조생)+감(대봉)+감(대봉홍시)+개복숭아+대추+매실+복숭아(백도)+복숭아(황도)+자두+플럼코트(티파니)+동부(넝쿨동부)+동부+콩(서리태)+감자(수미)+고구마(밤)+고구마(자색)+고구마(호박)+돼지감자+옥수수(찰)+옥수수알+가지+고추(꽈리고추)+호박(늙은호박)+단호박+고추(당조고추)+박+오이+고추(풋고추)+고추(청양고추)+호박(풋호박)+호박+당근+무+아스파라거스+우엉+무(초록무)+토란+냉이+두릅,,,2020-04-23,김은경,,,농업회사법인 순천로컬푸드㈜,2022-10-20,4820000,전라남도 순천시
2020-337,2020-04-23,2022-04-22,,,,전라남도 순천시 황전면 황학길 76,,감말랭이+고추(건고추)+고추(청양건고추)+대추(건대추)+모과(건모과)+곶감+가지(건가지)+고구마순(건고구마순)+고구마줄기(건고구마줄기)+고사리(건고사리)+고춧잎(건고춧잎)+토란줄기(건토란줄기)+무말랭이+시래기(무청시래기)+시래기(배추시래기)+호박고지+표고버섯(건표고버섯)+가죽나물(건가죽나물)+도라지(건도라지)+돼지감자(건돼지감자)+민들레(건흰색민들레)+생강(건생강)+여주(건여주)+옥수수심(건옥수수심)+우엉(건우엉)+초피(건초피-젠피)+모과+단감+감(대봉)+매실+살구+동부(넝쿨동부)+녹두+동부(밤동부)+콩(백태)+콩(서리태)+콩(쥐눈이콩)+콩(콩나물콩)+팥(붉은팥)+찹쌀+감자+감자(자색)+고구마(호박)+돼지감자+수수(찰수수)+옥수수알+옥수수(팝콘용쥐이빨옥수수)+가지+호박(늙은호박)+오이+오이(노각)+고추(풋고추)+고추(애기고추)+고추(청양고추)+호박(풋호박)+고추,,,2020-04-23,조연자(윤주한)_순회,,,농업회사법인 순천로컬푸드㈜,2022-10-20,4820000,전라남도 순천시
2020-336,2020-04-23,2022-04-22,,,,전라남도 순천시 황전면 황학길 71,,감말랭이+감말랭이(단감)+대추(건대추)+고춧잎(건고춧잎)+무말랭이+시래기(무청시래기)+표고버섯(건표고버섯)+대추+매실+녹두+동부+콩(서리태)+팥(붉은팥)+고구마(호박)+고추(풋고추)+호박(풋호박)+당근+도라지(깐도라지)+냉이+달래+머위잎+쑥부쟁이+고구마줄기(삶은고구마줄기)+고사리(삶은고사리)+머윗대(삶은머윗대)+시래기(삶은무청시래기)+취나물(삶은취나물)+시금치+고춧잎+무청+배추(봄동)+부추+상추+마늘(깐마늘)+쪽파(깐쪽파)+마늘+생강+쪽파+은행(깐은행)+땅콩(알땅콩),,,2020-04-23,정양금(김병래)_순회,,,농업회사법인 순천로컬푸드㈜,2022-10-20,4820000,전라남도 순천시
