육교명,도로종류,도로노선번호,도로노선명,소재지도로명주소,위도,경도,육교연장,육교높이,허용통행하중,통행제한높이,육교폭,난간높이,조명개수,장애인편의시설설치여부,장애인편의시설종류,장애인편의시설수량,부대시설종류,부대시설수량,육교준공일자,내진설계적용여부,안전등급,사용제한구분,육교보수보강내역,최종안전점검유형,최종안전점검일자,관리기관명,데이터기준일자,제공기관코드,제공기관명
신촌초교 앞 보도육교,일반국도,중로2-1,국도43호선,경기도 용인시 수지구 죽전로27번길 14-19,37.32310191,127.1137964,38,1.6,,5,3,,,Y,엘리베이터,,,,2006-09-25,N,양호,제한없음,,정기점검,2022-10-19,경기도 용인시 수지구 건설도로과,2022-12-19,4050000,경기도 용인시
꽃메보도육교,일반국도,중로2-1,국도43호선,경기도 용인시 수지구 죽전동 1264,37.32434791,127.1185155,37,1.6,,5,4,,,Y,경사로,,,,2004-12-29,N,양호,제한없음,,정기점검,2022-10-19,경기도 용인시 수지구 건설도로과,2022-12-19,4050000,경기도 용인시
죽전역 보도육교,일반국도,중로2-1,국도43호선,경기도 용인시 수지구 죽전동 1003-406,37.32600723,127.1072693,65.5,,,4.5,2.6,,,Y,점자블록+엘리베이터,,,,2011-04-04,N,양호,제한없음,,정기점검,2022-10-19,경기도 용인시 수지구 건설도로과,2022-12-19,4050000,경기도 용인시
신촌초교 옆 보도육교,일반국도,중로1-5,푸른솔로,경기도 용인시 수지구 죽전동 1438,37.32212531,127.1154885,57,,,5,2.5,,,Y,경사로,,,,2006-09-25,N,양호,제한없음,,정기점검,2022-10-19,경기도 용인시 수지구 건설도로과,2022-12-19,4050000,경기도 용인시
상현 제1보도육교,일반국도,대로1-3,국도43호선,경기도 용인시 수지구 상현동 223-7,37.30679118,127.0802501,37.6,1,,7,3.5,,,N,없음,,,,2008-11-05,N,보통,제한없음,,정기점검,2022-10-19,경기도 용인시 수지구 건설도로과,2022-12-19,4050000,경기도 용인시
풍덕천 제4보도육교,일반국도,대로2-3,국도43호선,경기도 용인시 수지구 포은대로 317,37.31549502,127.0873365,48,,,4.5,3.5,,,Y,엘리베이터,,,,2007-03-23,N,양호,제한없음,,정기점검,2022-10-19,경기도 용인시 수지구 건설도로과,2022-12-19,4050000,경기도 용인시
풍덕천 제5보도육교,시도,대로2-6,신수로,경기도 용인시 수지구 풍덕천동 741,37.32703851,127.1024981,41.8,1.2,,4.5,3,,,Y,엘리베이터,,,,2007-03-23,N,양호,제한없음,,정기점검,2022-10-19,경기도 용인시 수지구 건설도로과,2022-12-19,4050000,경기도 용인시
신봉 보도육교,시도,대로3-7,신봉1로,경기도 용인시 수지구 신봉동 23-5,37.32265084,127.0776376,23.5,0.8,,4.5,3.4,,,Y,엘리베이터,,,,2007-03-23,N,양호,제한없음,,정기점검,2022-10-19,경기도 용인시 수지구 건설도로과,2022-12-19,4050000,경기도 용인시
풍덕천 제1보도육교,시도,대로1-1,수지로,경기도 용인시 수지구 풍덕천동 1008-1,37.32395034,127.0879623,44,,,5.5,4,,,Y,엘리베이터,,,,2007-03-23,N,양호,제한없음,,정기점검,2022-10-19,경기도 용인시 수지구 건설도로과,2022-12-19,4050000,경기도 용인시
풍덕천 제2보도육교,시도,대로2-4,풍덕천로,경기도 용인시 수지구 풍덕천동 1103,37.32054175,127.0916927,34,,,5,4.6,,,Y,경사로,,,,2007-03-23,N,보통,제한없음,,정기점검,2022-10-19,경기도 용인시 수지구 건설도로과,2022-12-19,4050000,경기도 용인시
풍덕천 제3보도육교,기타,중로1-12,정평로,경기도 용인시 수지구 풍덕천동 1015,37.32245344,127.0896304,25.5,,,4.7,4.6,,,Y,경사로,,,,2007-03-23,N,보통,제한없음,,정기점검,2022-10-19,경기도 용인시 수지구 건설도로과,2022-12-19,4050000,경기도 용인시
풍덕천 제6보도육교,기타,중로1-15,정평로,경기도 용인시 수지구 정평로 21,37.31807479,127.0878529,29,1.1,,4.6,4,,,Y,경사로,,,,2007-03-23,N,양호,제한없음,,정기점검,2022-10-19,경기도 용인시 수지구 건설도로과,2022-12-19,4050000,경기도 용인시
풍덕천교 앞 보도육교,기타,성복천,성복천,경기도 용인시 수지구 풍덕천동 211-6,37.31792626,127.0949951,40,0.6,,8,2.5,,,Y,경사로,,,,2010-09-28,N,양호,제한없음,,정기점검,2022-10-19,경기도 용인시 수지구 건설도로과,2022-12-19,4050000,경기도 용인시
풍덕초교 앞 보도육교,시도,대로1-1,수지로,경기도 용인시 수지구 풍덕천동 664-2,37.33136752,127.0974713,44,,,4.5,6,,,Y,엘리베이터,,,,2011-04-04,N,양호,제한없음,,정기점검,2022-10-19,경기도 용인시 수지구 건설도로과,2022-12-19,4050000,경기도 용인시
오목교,시도,,기린대로,전라북도 전주시 완산구 기린대로 (완산구 교동 산1-1),35.8145034,127.155221,52,4.8,13.5,4.8,3.5,1.5,,N,없음,,,,1987-12-31,N,양호,제한없음,,정기점검,2022-03-31,전라북도 전주시 걷고싶은도시과,2022-04-04,4640000,전라북도 전주시
삼천,시도,,장승배기로,전라북도 전주시 완산구 장승배기로 (완산구 삼천동1가 709),35.7937111,127.124698,27,4.5,2.4,4.5,4,1.5,,N,없음,,,,1997-12-23,N,양호,제한없음,,정기점검,2022-03-31,전라북도 전주시 걷고싶은도시과,2022-04-04,4640000,전라북도 전주시
우정신세계,시도,,동부대로,전라북도 전주시 덕진구 동부대로 (덕진구 산정동 800-10),35.8417412,127.167304,30,4.5,,4.5,4,1.5,,N,없음,,,,2001-01-01,N,양호,제한없음,,정기점검,2022-03-31,전라북도 전주시 걷고싶은도시과,2022-04-04,4640000,전라북도 전주시
호남제일문,시도,,기린대로,전라북도 전주시 덕진구 기린대로 (덕진구 여의동 1217-9),35.8697297,127.070288,43,4.5,,4.5,3.5,1.5,,N,없음,,,,1994-01-01,N,양호,제한없음,,정기점검,2022-03-31,전라북도 전주시 걷고싶은도시과,2022-04-04,4640000,전라북도 전주시
북일초교앞,시도,,견훤로,전라북도 전주시 덕진구 견훤로 (덕진구 인후동1가 786),35.8398193,127.155435,33,4.8,,4.5,3,2.5,,N,없음,,,,2007-01-01,N,양호,제한없음,,정기점검,2022-03-31,전라북도 전주시 걷고싶은도시과,2022-04-04,4640000,전라북도 전주시
하가지구,시도,,추탄로,전라북도 전주시 덕진구 추탄로 (덕진구 덕진동2가 702),35.8416623,127.110134,42,4.5,,4.5,4,1.5,,Y,엘리베이터,,,,2010-01-01,N,양호,제한없음,,정기점검,2022-03-31,전라북도 전주시 걷고싶은도시과,2022-04-04,4640000,전라북도 전주시
장재육교,기타,,장재안길,전라북도 전주시 덕진구 장재안길 (덕진구 우아동3가 59-3),35.8514837,127.160705,98,6,,4.8,4,1.5,,Y,엘리베이터,,,,2012-01-01,N,양호,제한없음,,정기점검,2022-03-31,전라북도 전주시 걷고싶은도시과,2022-04-04,4640000,전라북도 전주시
중리하늘다리,시도,,안전로,전라북도 전주시 덕진구 안전로 (덕진구 중동 811),35.8356504,127.058715,39.8,5,,4.8,6,1.5,,Y,엘리베이터,,,,2014-01-01,N,양호,제한없음,,정기점검,2022-03-31,전라북도 전주시 걷고싶은도시과,2022-04-04,4640000,전라북도 전주시
서부초보도육교,구도,,동서대로,대전광역시 서구 동서대로,36.33434825,127.3690867,40.6,5,,4.5,3,1,13,Y,경사로,,,,1997-01-01, ,미흡,제한없음,,정기점검,2022-06-29,대전광역시 서구청,2022-12-07,3660000,대전광역시 서구
내동초교보도육교,구도,,동서대로,대전광역시 서구 동서대로,36.329868,127.379037,40,5,,4.5,4,1,10,N,경사로,,,,1998-01-01, ,보통,제한없음,,정기점검,2022-06-29,대전광역시 서구청,2022-12-07,3660000,대전광역시 서구
신선보도육교,구도,,관저로,대전광역시 서구 관저로,36.298887,127.332167,32,5,,4.5,4,1,18,Y,경사로,,,,1999-01-01, ,보통,제한없음,,정기점검,2022-06-29,대전광역시 서구청,2022-12-07,3660000,대전광역시 서구
제조창건널목보도육교,시도,,신탄진로,대전광역시 대덕구 신탄진로 604,36.4322074,127.4240965,25,0,0.5,7,3,0,0,Y,경사로,,,,,N,양호,제한없음,,정기점검,2022-05-30,대전광역시,2023-01-05,6300000,대전광역시
충남여고앞 보도육교,시도,,동서대로,대전광역시 중구 동서대로 1361,36.33090103,127.4095354,36,4.9,5,4,4,1.2,14,Y,경사로,,,,,N,보통,제한없음,,정기점검,2022-05-01,대전광역시,2023-01-05,6300000,대전광역시
오류동 보도육교,기타,,수침로,대전광역시 중구 오류로45번길 18,36.32436161,127.402599,71,6,5,6,3.5,1.2,10,Y,경사로,,,,,N,보통,제한없음,,정기점검,2022-05-01,대전광역시,2023-01-05,6300000,대전광역시
산성동 보도육교,기타,,문화로46번길,대전광역시 중구 산성로57번길 61,36.30774978,127.3917075,27.9,6,5,6,4,1.2,10,Y,경사로,,,,,N,보통,제한없음,,정기점검,2022-05-01,대전광역시,2023-01-05,6300000,대전광역시
문화동 보도육교,기타,,문화로94번길,대전광역시 중구 문화로94번길 54,36.30944727,127.3971942,27,6,5,6,3.5,1.2,10,Y,경사로,,,,,N,보통,제한없음,,정기점검,2022-05-01,대전광역시,2023-01-05,6300000,대전광역시
버드내마을 아파트 앞 보도육교,시도,,계백로,대전광역시 중구 계백로 1508,36.31600744,127.3881365,32.5,6,5,5,2.5,1.2,9,Y,엘리베이터+경사로,,,,,N,보통,제한없음,,정기점검,2022-05-01,대전광역시,2023-01-05,6300000,대전광역시
안영동 보도육교,시도,,대둔산로,대전광역시 중구 대둔산로128번길 2,36.28235126,127.375866,37,6,5,5,4,1.2,11,Y,엘리베이터+경사로,,,,,N,보통,제한없음,,정기점검,2022-05-01,대전광역시,2023-01-05,6300000,대전광역시
다모아보도육교,구도,,갑천도시고속도로,대전광역시 서구 월평동로 83,36.36335844,127.3666193,54,5,0,4,4,1.1,8,Y,경사로,,,,,N,양호,제한없음,,정기점검,2021-12-20,대전광역시,2023-01-05,6300000,대전광역시
갑천1보도육교,구도,,갑천도시고속도로,대전광역시 서구 월평로13번길 72,36.35824764,127.359674,35,5,0,4,4,1,10,Y,경사로,,,,,N,보통,제한없음,,정기점검,2021-12-20,대전광역시,2023-01-05,6300000,대전광역시
갑천2보도육교,구도,,한밭대로,대전광역시 서구 월평로13번길 100,36.35906688,127.360977,52,5,0,4,4,1,23,Y,경사로,,,,,N,미흡,제한없음,,정기점검,2021-12-20,대전광역시,2023-01-05,6300000,대전광역시
누리보도육교,구도,,한밭대로,대전광역시 서구 월평동로26번길 5,36.35759171,127.3686938,47,5.2,0,4,3,1.1,8,Y,경사로,,,,,N,보통,제한없음,,정기점검,2021-12-20,대전광역시,2023-01-05,6300000,대전광역시
수정보도육교,구도,,한밭대로,대전광역시 서구 둔산북로 215,36.35756289,127.3968186,31.2,6,0,4,4,1,11,Y,경사로,,,,,N,양호,제한없음,,정기점검,2021-12-20,대전광역시,2023-01-05,6300000,대전광역시
한밭보도육교,구도,,한밭대로,대전광역시 서구 청사로 282,36.3581017,127.4007473,138.3,6,0,4,4,1,21,Y,경사로,,,,,N,양호,제한없음,,정기점검,2021-12-20,대전광역시,2023-01-05,6300000,대전광역시
갈마보도육교,일반국도,4,계룡로,대전광역시 서구 대덕대로168번길 90,36.34498915,127.379554,40,5,0,4,4,1,8,N,없음,,,,,N,양호,제한없음,,정기점검,2021-12-20,대전광역시,2023-01-05,6300000,대전광역시
만년보도육교,지방도,57,대덕대로,대전광역시 서구 대덕대로 396,36.36833327,127.3795415,43.1,7,0,4,4,1,11,Y,경사로,,,,,N,미흡,제한없음,,정기점검,2021-12-20,대전광역시,2023-01-05,6300000,대전광역시
서부초보도육교,구도,,동서대로,대전광역시 서구 동서대로 960,36.33425653,127.3696046,40.6,5,0,4,3,1,13,Y,경사로,,,,,N,미흡,제한없음,,정기점검,2021-12-20,대전광역시,2023-01-05,6300000,대전광역시
내동초교보도육교,구도,,동서대로,대전광역시 서구 동서대로 1066,36.32987186,127.3790006,40,5,0,4,4,1,10,N,없음,,,,,N,보통,제한없음,,정기점검,2021-12-20,대전광역시,2023-01-05,6300000,대전광역시
신선보도육교,구도,,관저로,대전광역시 서구 관저로 102,36.29882985,127.3320708,32,5,0,4,4,1,18,Y,경사로,,,,,N,보통,제한없음,,정기점검,2021-12-20,대전광역시,2023-01-05,6300000,대전광역시
구봉보도육교,구도,,구봉로,대전광역시 서구 관저서로 36,36.29647742,127.3310922,27,5,0,4,4,1,10,Y,경사로,,,,,N,보통,제한없음,,정기점검,2021-12-20,대전광역시,2023-01-05,6300000,대전광역시
가수원역보도육교,구도,,벌곡로,대전광역시 서구 벌곡로1328번안길 24-54,36.29914563,127.3566162,97.5,4.5,0,5,2,1,7,N,없음,,,,,N,양호,제한없음,,정기점검,2021-12-20,대전광역시,2023-01-05,6300000,대전광역시
대신고보도육교,구도,,대신2길,대전광역시 서구 대신2길 49,36.31100582,127.3799291,46,4.5,0,8,6,1.5,4,N,없음,,,,,N,미흡,제한없음,,정기점검,2021-12-20,대전광역시,2023-01-05,6300000,대전광역시
관저보도육교,일반국도,4,계백로,대전광역시 서구 관저동로90번길 47,36.30280444,127.3433304,53,6.1,0,4,4,0.9,18,Y,경사로,,,,,N,미흡,제한없음,,정기점검,2021-12-20,대전광역시,2023-01-05,6300000,대전광역시
월평초교보도육교,구도,,갑천도시고속도로,대전광역시 서구 월평서로 22,36.35622649,127.3573091,45.1,5,0,4,5,1,15,Y,경사로,,,,,N,보통,제한없음,,정기점검,2021-12-20,대전광역시,2023-01-05,6300000,대전광역시
느리울보도육교,구도,,구봉로,대전광역시 서구 구봉로 196,36.29711942,127.3435547,55,5.5,0,4,2.4,1,19,Y,경사로,,,,,N,양호,제한없음,,정기점검,2021-12-20,대전광역시,2023-01-05,6300000,대전광역시
용신보도육교,시도,,용신로,경기도 안산시 상록구 용신로 298,37.30213565,126.8550899,35.5,,,5,3,,,Y,엘리베이터,,,,2003-06-30,N,양호,제한없음,,정기점검,2022-05-17,경기도 안산시 상록구청,2022-12-27,3930000,경기도 안산시
반월보도육교,시도,,건건1길,경기도 안산시 상록구 건건1길 7,37.30155772,126.9030505,40.6,,,4.8,3,,,Y,경사로,,,,2003-06-30,N,양호,제한없음,,정기점검,2022-05-17,경기도 안산시 상록구청,2022-12-27,3930000,경기도 안산시
수암1보도육교,시도,,장상길,경기도 안산시 상록구 장상길 3-6,37.36191522,126.8760548,44,,,4.8,4,,,Y,경사로,,,,2002-12-20,N,양호,제한없음,,정기점검,2022-05-17,경기도 안산시 상록구청,2022-12-27,3930000,경기도 안산시
사사보도육교,시도,,수인로,경기도 안산시 상록구 수인로 700,37.29684244,126.9308201,42,,,4.8,4,,,Y,경사로,,,,1997-12-26,N,양호,제한없음,,정기점검,2022-05-17,경기도 안산시 상록구청,2022-12-27,3930000,경기도 안산시
건건보도육교,시도,,반월로,경기도 안산시 상록구 반월로 27,37.30323933,126.9028497,40.9,,,5,3,,,Y,엘리베이터,,,,2003-05-17,N,양호,제한없음,,정기점검,2022-05-17,경기도 안산시 상록구청,2022-12-27,3930000,경기도 안산시
나들이길보도육교,시도,,성호로,경기도 안산시 상록구 성호로 189,37.3204859,126.8572105,110.6,,,5,8.5,,,Y,경사로,,,,2005-01-10,N,양호,제한없음,,정기점검,2022-05-17,경기도 안산시 상록구청,2022-12-27,3930000,경기도 안산시
호수1보도육교,시도,,광덕대로,경기도 안산시 상록구 광덕대로 70,37.30210932,126.8300775,105,,,4.5,5,,,Y,경사로,,,,2003-12-20,N,양호,제한없음,,정기점검,2022-05-17,경기도 안산시 상록구청,2022-12-27,3930000,경기도 안산시
호수2보도육교,시도,,광덕대로,경기도 안산시 상록구 광덕대로 70,37.30210932,126.8300775,105,,,4.5,5,,,Y,경사로,,,,2005-12-19,N,양호,제한없음,,정기점검,2022-05-17,경기도 안산시 상록구청,2022-12-27,3930000,경기도 안산시
박우물보도육교,시도,,박우물3길,경기도 안산시 상록구 박우물3길 1,37.31003975,126.8451577,103,,,5.5,5,,,Y,경사로,,,,2003-12-20,N,양호,제한없음,,정기점검,2022-05-17,경기도 안산시 상록구청,2022-12-27,3930000,경기도 안산시
사리보도육교,시도,,해양1로,경기도 안산시 상록구 해양1로 11,37.29492328,126.8257941,51,,,4.5,5,,,Y,경사로+엘리베이터,,,,2005-12-19,N,양호,제한없음,,정기점검,2022-05-17,경기도 안산시 상록구청,2022-12-27,3930000,경기도 안산시
마로니에보도육교,시도,,용신로,경기도 안산시 상록구 용신로 131,37.3036749,126.8371456,70,,,0,5,,,N,없음,,,,2003-12-20,N,양호,제한없음,,정기점검,2022-05-17,경기도 안산시 상록구청,2022-12-27,3930000,경기도 안산시
호반1보도육교,시도,,안산천남로,경기도 안산시 단원구 안산천남로 14,37.30450333,126.8213619,76,,,0,6,,,N,없음,,,,2003-12-20,N,양호,제한없음,,정기점검,2022-05-17,경기도 안산시 상록구청,2022-12-27,3930000,경기도 안산시
성포보도육교,시도,,삼일로,경기도 안산시 상록구 삼일로 670,37.32700744,126.8507556,36,,,4.8,3,,,Y,엘리베이터,,,,2006-04-01,N,양호,제한없음,,정기점검,2022-05-17,경기도 안산시 상록구청,2022-12-27,3930000,경기도 안산시
한대앞역보도육교,시도,,충장로,경기도 안산시 상록구 충장로 337,37.31038189,126.8533807,27.3,,,6,3.5,,,Y,엘리베이터,,,,2010-06-01,N,양호,제한없음,,정기점검,2022-05-17,경기도 안산시 상록구청,2022-12-27,3930000,경기도 안산시
조구나리보도육교,시도,,안산천남1로,경기도 안산시 상록구 안산천남1로 100,37.31095135,126.8438075,60,,,0,5,,,N,없음,,,,2003-12-20,N,양호,제한없음,,정기점검,2022-05-17,경기도 안산시 상록구청,2022-12-27,3930000,경기도 안산시
부곡나래보도육교,시도,,성호로,경기도 안산시 상록구 성호로 303,37.33020555,126.8590429,80,,,4.5,3,,,Y,엘리베이터,,,,2016-12-31,N,양호,제한없음,,정기점검,2022-05-17,경기도 안산시 상록구청,2022-12-27,3930000,경기도 안산시
호반2보도육교,시도,,초지1로,경기도 안산시 단원구 초지1로 100,37.30264932,126.8184887,100,,,0,5,,,N,없음,,,,2005-12-19,N,양호,제한없음,,정기점검,2022-05-17,경기도 안산시 상록구청,2022-12-27,3930000,경기도 안산시
도리섬보도육교,시도,,화정천서로,경기도 안산시 단원구 화정천서로 161,37.31171972,126.819758,50,,5,0,5,1.2,10,N,없음,0,0,0,2003-12-20,N,양호,제한없음,,정기점검,2022-05-31,경기도 안산시 단원구청,2022-12-27,3930000,경기도 안산시
화정천보도육교,시도,,화정천서로,경기도 안산시 단원구 화랑로 312,37.31842711,126.8231073,150,,5,0,8,1.2,,N,없음,0,0,0,2005-06-03,N,양호,제한없음,,정기점검,2022-05-31,경기도 안산시 단원구청,2022-12-27,3930000,경기도 안산시
신길보도육교,시도,,중앙대로,경기도 안산시 단원구 중앙대로 397,37.33117947,126.7850035,48.5,5,5,4.5,4,1.2,10,Y,엘리베이터,1,0,0,2010-07-29,N,양호,제한없음,,정기점검,2022-05-31,경기도 안산시 단원구청,2022-12-27,3930000,경기도 안산시
안산역앞보도육교,시도,,중앙대로,경기도 안산시 단원구 중앙대로 441,37.328931,126.7885232,88,5,5,4.5,5,1.2,10,Y,엘리베이터,1,0,0,2010-07-29,N,양호,제한없음,,정기점검,2022-05-31,경기도 안산시 단원구청,2022-12-27,3930000,경기도 안산시
반포보도육교,시도,4501번,신반포대로,서울특별시 서초구 신반포로 56-7,37.5018963,126.9911907,27.6,,,4.8,3.7,,,N,없음,,,,1980-01-01,N,미흡,제한없음,,정기점검,2022-11-24,서울특별시 서초구청,2022-12-06,3210000,서울특별시 서초구
잠원초등학교 앞 보도육교,시도,45번,사평대로,서울특별시 서초구 사평대로 120,37.4994867,126.9954663,32.1,,,4.5,2.5,,,N,없음,,,,1980-08-27,N,보통,제한없음,,정기점검,2022-11-24,서울특별시 서초구청,2022-12-06,3210000,서울특별시 서초구
서래보도육교,시도,4229번,방배로,서울특별시 서초구 방배로 260,37.4963571,126.9876122,22.1,,,4.5,4,,,N,없음,,,,1984-01-12,N,보통,제한없음,,정기점검,2022-11-24,서울특별시 서초구청,2022-12-06,3210000,서울특별시 서초구
염곡마을 앞 보도육교,시도,2601번,헌릉로,서울특별시 서초구 헌릉로 69,37.4618884,127.0472377,46.6,,,4.8,4,,,Y,경사로,,,,1993-07-23,N,보통,제한없음,,정기점검,2022-11-24,서울특별시 서초구청,2022-12-06,3210000,서울특별시 서초구
가람보도육교,구도,,유등로,대전광역시 서구 유등로,36.32424242,127.4023264,39.6,6,,4.5,4,1,11,Y,경사로,,,,1992-01-01, ,미흡,제한없음,,정기점검,2022-06-29,대전광역시 서구청,2022-12-07,3660000,대전광역시 서구
갈마보도육교,일반국도,4,계룡로,대전광역시 서구 계룡로,36.34493366,127.3795299,40,5,,4.5,4,1,8,N,경사로,,,,1993-01-01, ,양호,제한없음,,정기점검,2022-06-29,대전광역시 서구청,2022-12-07,3660000,대전광역시 서구
만년보도육교,지방도,57,대덕대로,대전광역시 서구 대덕대로,36.36836837,127.3796297,43.1,7,,4.5,4,1,11,Y,경사로,,,,1996-01-01, ,미흡,제한없음,,정기점검,2022-06-29,대전광역시 서구청,2022-12-07,3660000,대전광역시 서구
큰마을보도육교,일반국도,4,계룡로,대전광역시 서구 계룡로,36.34494939,127.3795425,51.3,5,,4.5,4,1,13,Y,경사로+엘리베이터,,,,1996-01-01, ,양호,제한없음,,정기점검,2022-06-29,대전광역시 서구청,2022-12-07,3660000,대전광역시 서구
미단시티육교,시도,,미단중앙로,인천광역시 중구 미단중앙로 47,37.52658683,126.5141918,164.6,4.5,13.5,4.5,2.4,,,Y,경사로+승강기,,,,,N,보통,제한없음,,정기점검,2019-05-01,인천광역시 중구청,2023-01-30,3490000,인천광역시 중구
축항로,시도,,축항대로,인천광역시 중구 축항대로 274,37.44791945,126.6247446,44.4,5,13.5,6,4,,,Y,경사로,,,,, ,보통,제한없음,,정기점검,2022-10-30,인천광역시 중구청,2023-01-30,3490000,인천광역시 중구
연안,시도,,축항대로,인천광역시 중구 축항대로 234,37.44845613,126.6200767,44.6,5,13.5,5,4,,,N,없음,,,,, ,보통,제한없음,,정기점검,2022-10-30,인천광역시 중구청,2023-01-30,3490000,인천광역시 중구
인천항,시도,,서해대로,인천광역시 중구 서해대로 314,37.45501108,126.628904,45.3,,13.5,4.5,4,,,N,없음,,,,, ,보통,제한없음,,정기점검,2022-10-30,인천광역시 중구청,2023-01-30,3490000,인천광역시 중구
교연1육교,기타,대로2-1,교연로,충청북도 진천군 덕산읍 두촌리 2826,36.900171,127.540431,,,,5,,,,Y,점자블럭+승강기,,,,,Y,양호,제한없음,,정기점검,2021-08-12,충청북도 진천군청 지역개발과,2023-01-11,4450000,충청북도 진천군
교연2육교,기타,대로2-1,교연로,충청북도 진천군 덕산읍 두촌리 2826,36.895871,127.528121,,,,5,,,,Y,점자블럭+승강기,,,,,Y,양호,제한없음,,정기점검,2021-08-12,충청북도 진천군청 지역개발과,2023-01-11,4450000,충청북도 진천군
연미육교,기타,대로3-2,연미로,충청북도 진천군 덕산읍 두촌리 2445,36.907341,127.531761,,,,4.5,,,,Y,점자블럭+승강기,,,,,Y,양호,제한없음,,정기점검,2021-08-12,충청북도 진천군청 지역개발과,2023-01-11,4450000,충청북도 진천군
방이1 보행자전용교량,특별시도,71번,양재대로,서울특별시 송파구 오금사거리,37.504812,127.123672,70.8,,,4.6,3,,,Y,점자블록+경사로,2,없음,,1995-12-30,Y,양호,제한없음,,정밀점검,2017-09-10,서울특별시 송파구청,2023-01-11,3230000,서울특별시 송파구
방이2 보행자전용교량,특별시도,71번,양재대로,서울특별시 송파구 오금사거리,37.504812,127.123672,70.8,,,4.6,3,,,Y,점자블록+경사로,2,없음,,1996-09-24,Y,양호,제한없음,,정밀점검,2017-09-10,서울특별시 송파구청,2023-01-11,3230000,서울특별시 송파구
청소년수련관앞육교,구도,중1-83번,호남선,광주광역시 북구 천지인로173번길 10,35.18389596,126.9188728,22,,,3.3,2.4,,,N,없음,,,,, ,양호,제한없음,,정기점검,2022-04-06,광주광역시 북구청,2023-01-02,3620000,광주광역시 북구
문흥보도육교,시도,대2-16번,호남선,광주광역시 북구 서하로 407(문흥동),35.18438555,126.9241200266,26.2,,,4.5,3,,,N,없음,,,,, ,양호,제한없음,,정기점검,2022-04-06,광주광역시 북구청,2023-01-02,3620000,광주광역시 북구
서산육교,시도,대3-7번,호남선,광주광역시 북구 우치로 263(오치동),35.189162,126.9043657,22,,,4.5,3,,,N,없음,,,,, ,양호,제한없음,,정기점검,2022-04-06,광주광역시 북구청,2023-01-02,3620000,광주광역시 북구
고려중앞육교,시도,대1-25번,호남선,광주광역시 북구 설죽로 376(삼각동),35.19290598,126.8989548,24,,,4.8,3,,,N,없음,,,,, ,양호,제한없음,,정기점검,2022-04-06,광주광역시 북구청,2023-01-02,3620000,광주광역시 북구
삼각초교앞육교,시도,대1-25번,호남선,광주광역시 북구 설죽로 447(삼각동),35.19926475,126.8994863,24.7,,,4.8,3,,,N,없음,,,,, ,양호,제한없음,,정기점검,2022-04-06,광주광역시 북구청,2023-01-02,3620000,광주광역시 북구
용봉천육교,시도,대1-25번,호남선,광주광역시 북구 설죽로 239(용봉동),35.18088055,126.8979977,24.7,,,4.5,3,,,N,없음,,,,, ,양호,제한없음,,정기점검,2022-04-06,광주광역시 북구청,2023-01-02,3620000,광주광역시 북구
운암철도횡단육교,기타,철로,호남선,광주광역시 북구 운신북길 137(운암동),35.17245078,126.880886,19,,,0,3,,,N,없음,,,,, ,양호,제한없음,,정기점검,2022-04-06,광주광역시 북구청,2023-01-02,3620000,광주광역시 북구
동운고가철도횡단육교,기타,철로,호남선,광주광역시 북구 죽봉대로 210(운암동),35.17217128,126.884966,20.5,,,0,1.5,,,N,없음,,,,, ,양호,제한없음,,정기점검,2022-04-06,광주광역시 북구청,2023-01-02,3620000,광주광역시 북구
운암육교,시도,광3-2번,호남선,광주광역시 북구 북문대로 25(운암동),35.174176,126.8823215,27.7,,,4.5,3.3,,,N,없음,,,,, ,양호,제한없음,,정기점검,2022-04-06,광주광역시 북구청,2023-01-02,3620000,광주광역시 북구
문예회관앞육교,시도,광3-2번,호남선,광주광역시 북구 북문대로 50(운암동),35.175993,126.8806529,36,,,4.8,4,,,N,없음,,,,, ,양호,제한없음,,정기점검,2022-04-06,광주광역시 북구청,2023-01-02,3620000,광주광역시 북구
용봉육교,시도,대1-1번,호남선,광주광역시 북구 서암대로144번길 11(신안동),35.16857266,126.9001046,27,,,4.8,3,,,N,없음,,,,, ,양호,제한없음,,정기점검,2022-04-06,광주광역시 북구청,2023-01-02,3620000,광주광역시 북구
동강육교,시도,대1-2번,호남선,광주광역시 북구 동문대로 53(우산동),35.169549,126.9204413,27,,,4.8,3,,,N,없음,,,,, ,양호,제한없음,,정기점검,2022-04-06,광주광역시 북구청,2023-01-02,3620000,광주광역시 북구
어원육교,기타,,무수동로,충청남도 당진시 무수동로 218,36.89522204,126.6372983,24,,,4.8,2,,,N,없음,,,,2001-01-01,N,보통,제한없음,,정기점검,2021-06-28,충청남도 당진시,2022-12-01,5680000,충청남도 당진시
지석육교,일반국도,32,역천로,충청남도 당진시 역천로 881-35,36.8907092,126.6153545,40,,,6,2.5,,,N,없음,,,,2002-01-01,N,보통,제한없음,,정기점검,2021-06-28,충청남도 당진시,2022-12-01,5680000,충청남도 당진시
탑동육교,지방도,615,대호만로,충청남도 당진시 대호만로 12,36.89736111,126.6231851,30,,,4.8,3.7,,,N,없음,,,,2003-01-01,N,보통,제한없음,,정기점검,2021-06-28,충청남도 당진시,2022-12-01,5680000,충청남도 당진시
